0,0,0,0,0,0,0,0,0,0
0,2.22117744616421e-05,2.21048210614735e-05,0.000158731916558692,7.24688006715442e-05,5.15931979527819e-05,2.39938575724615e-05,0,0.000116063138347261,0
0.000158730158730159,3.27914545469451e-05,3.18595630460928e-05,0.000131828954796998,8.85709835349596e-05,3.3286177914621e-05,4.13450937155458e-05,1.95237760544791e-05,1.13376113920319e-05,0.000123460600635822
1.34611242730993e-05,2.91719068054817e-05,0.000117460690351398,0.000200219652736679,5.86000449267011e-05,4.47307210592235e-05,3.11942402954718e-05,4.06563816445819e-05,5.39969298888435e-05,0
6.03802228892799e-05,6.54957061785567e-05,0.000161584606373166,0.000203572851052531,0.000102364622786365,7.89504848875613e-05,0.000101440454453236,3.21057270779702e-05,4.32400645141763e-06,0.000666666666666667
1.62205343855053e-05,5.41908126251046e-05,0.000174715541259387,0.000203949498219489,0.00015804215042686,8.30947245236768e-05,3.03320346728859e-05,3.23987759153391e-05,2.35012103123311e-05,3.70342937560181e-05
4.01185905536767e-05,8.51202415934509e-05,9.75438459587585e-05,0.000338237283748728,0.000486706445163894,0.000238876232980068,0.000206718956718957,4.58498265348229e-05,8.76186136982941e-06,2.38293816275468e-05
8.4491429189423e-05,3.79615346122919e-05,0.000163140846908629,0.000510443677644609,0.00017800147311564,0.000149363010689706,0.000144796380090498,7.51533291291036e-05,5.2940865053735e-05,0
0,0,2.52525252525253e-05,0.000108513401405074,3.34930953983836e-05,4.63191699604743e-05,3.17452759061292e-05,0.000202020202020202,2.88996459793368e-05,0
0,0,0,1.43760368716594e-05,1.86032667336384e-05,5.32205058609082e-05,1.54323369187796e-05,0,0,0
