0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168035879020889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0203965817641e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.05523694536674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90419276305309e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6.00817111271329e-07,0,0,0,6.04229607250755e-07,0,1.33407220611185e-06,0,0,0,0,2.92808620285781e-07,1.21610117961814e-06,0,0,3.19754428598836e-07,3.05735599853247e-07,0,3.10019841269841e-07,0,3.76930421638501e-07,3.06278713629403e-07,0,0,0,0,0,0,0,0,4.42321302193914e-07,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.85437004053205e-07,0,0,9.43871130128366e-07,1.17302052785924e-06,1.60823415889353e-06,0,0,0,0,0,0,8.79198171267804e-07,0,0,0,0,9.09752547307132e-07,3.14676474289876e-07,0,0,0,2.587723838112e-07,3.17239772370565e-07,6.34342116923785e-07,0,4.11399081796991e-07,0,0,9.44524903973301e-07,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.57665987207756e-07,0,0,0,0,0,0,3.71984072685051e-07,1.21773015099854e-06,0,0,0,5.94271225387267e-07,2.97038403578055e-07,0,0,3.81562881562882e-07,3.4459766992856e-07,0,0,2.97991537040348e-07,0,0,0,0,0,3.03140535952468e-07,0,6.17283950617284e-07,0,4.27386956150098e-07,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.30925549602808e-07,0,0,3.83761260658382e-07,1.65623240253072e-07,0,3.1379440190787e-07,0,3.45853219893477e-07,0,0,0,0,0,2.89351851851852e-07,0,0,0,0,2.90545644720786e-07,8.29909985419307e-07,4.39135780783418e-07,0,0,1.5850865404045e-06,5.98659003831418e-07,4.11929477673422e-07,6.90464682731478e-07,0,0,0,0,0,0,1.32193499292137e-06,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75042637638359e-06,0,0,0,0,0,0,3.06917930145479e-07,5.81057524694945e-07,0,0,0,2.96912114014252e-07,2.90141008530146e-07,2.93014533520863e-07,0,5.98659003831418e-07,6.93173246543237e-07,0,0,0,0,0,5.63285078578268e-07,7.11912672045562e-07,0,9.5078055327841e-07,0,0,0,1.01379682383092e-06,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43549656956473e-07,0,0,0,8.97881000838022e-07,2.03124774780116e-06,0,0,8.96582959789751e-07,0,0,2.89351851851852e-07,0,1.20170642312083e-06,4.22543552574899e-07,0,2.88483729517655e-07,6.20848113936814e-07,9.41265060240964e-07,0,8.95958352835783e-07,3.15636639101067e-07,2.8815122176118e-07,0,0,0,5.45197657715455e-07,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.8755678451511e-07,0,0,5.61668916477693e-07,0,0,0,0,8.64453665283541e-07,0,2.3441162681669e-06,1.40662803128341e-06,0,1.45611276137224e-06,3.09904549398785e-07,2.60990604338244e-06,0,2.90562529056253e-07,0,0,2.99850074962519e-07,0,5.98515681110845e-07,0,2.89605984371261e-06,0,3.10030764048886e-07,4.87329434697856e-07,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.78263711450472e-06,0,0,0,3.45280022097921e-07,2.94031167303734e-07,2.99329501915709e-07,8.98453957769631e-07,5.89692180681684e-07,2.99043062200957e-07,0,5.84248656228091e-07,5.81125058112506e-07,1.17467402795724e-06,0,0,0,1.19331742243437e-06,0,0,9.17824144893838e-07,0,0,2.93014533520863e-07,2.39463601532567e-06,2.88084812168702e-07,8.94134477825465e-07,4.3859649122807e-06,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4.42437524042083e-07,9.46969696969697e-07,3.12812812812813e-07,5.96587519389094e-07,8.82396636030481e-07,2.95910516659762e-07,5.83566760037348e-07,0,5.97880603123382e-07,1.45891690009337e-06,0,1.4523062623446e-06,2.01903663109316e-06,2.98044825941822e-07,5.75837844063112e-07,0,0,0,0,0,0,0,0,1.18231986539572e-06,3.07351856405213e-07,0,0,0,9.90538539311357e-07,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.20034136974611e-06,0,6.64484957888551e-07,0,1.16794396045103e-06,0,0,0,3.02846759539673e-07,2.99114620722661e-07,5.87854917406384e-07,1.02605362945387e-06,6.39018467633715e-07,0,0,0,0,4.52708415752909e-07,0,0,0,4.2131082965913e-07,5.98730690935217e-07,1.75654312313367e-06,5.86029067041725e-07,8.5726532361766e-07,0,0,0,7.26321905868681e-07,0,0,3.55239786856128e-07,0,5.94883997620464e-07,0,0
0,0,0,0,0,0,0,0,0,0,0,5.17009572541842e-07,0,1.21168060099358e-06,6.03099933659007e-07,3.01186675501476e-07,1.20336943441637e-06,2.44468891333578e-06,2.64596930675604e-06,8.78580214373572e-07,3.00625300625301e-07,0,0,0,2.01288244766506e-06,2.89351851851852e-07,3.03140535952468e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8.72955828435081e-07,0,0,5.8868546535586e-07,5.98659003831418e-07,2.31655759541322e-06,3.1312625250501e-07,9.0269001624842e-07,6.1412267359872e-07,0,0,0,0,0,2.91647223518432e-07,5.8364497394745e-07,3.18974288822589e-07,3.24262546349825e-07,2.91494199265435e-07,0,0,0,0,2.97814044910358e-07,0,0,0,4.45156695156695e-07,0,0,0,0,0,1.33547008547009e-06,1.42734798743934e-06,0,0,0
0,0,0,0,0,0,0,0,0,0,7.81921964187974e-07,0,6.0248222677431e-07,1.98266583583527e-06,6.26605677047434e-07,3.08395001930528e-07,6.29322096446628e-07,0,0,1.16225011622501e-06,0,0,2.65773875363399e-06,0,3.1077133445211e-07,0,1.18708452041785e-06,1.15995824150331e-06,0,2.97512793050101e-07,0,2.97520661157025e-06,2.92158466752366e-07,0,0,0,0,3.37495781302734e-07,0,0,0,0,0,9.10304648622406e-07,1.02767545765146e-06,1.46162298595898e-06,5.99520383693046e-07,0,0,0
