0,0,0,0,0,0,0,0,0,0
0,3.53878329552733e-06,0,0,5.79616062320319e-06,4.14205595089178e-06,0,0,0,0
0,3.94011032308905e-06,6.98855972772571e-06,8.70526581529167e-06,5.87704631406348e-06,7.37931136266364e-06,1.84596073026206e-05,9.9864184708796e-06,4.24120585965002e-06,0
7.71575170711006e-06,9.54887912073921e-06,3.73120405955002e-05,2.87719186074391e-05,1.12232815752998e-05,2.90229426361539e-06,1.88164455734312e-05,6.38298551381438e-06,0,0
1.32290006151485e-05,1.57611243986146e-05,2.65544691171524e-05,4.34680553261408e-05,6.35261457734467e-06,4.86942633288372e-06,1.05093165090853e-05,6.1390934400717e-06,0,0
0,1.3137238158422e-05,1.86302424726058e-05,6.24260641302957e-06,2.12310361352235e-05,3.54682878038746e-06,0,0,0,0
0,9.51227400422345e-06,2.22475773977327e-05,5.40763016616446e-05,2.80886602957424e-05,1.77987671387295e-05,3.76315929766904e-05,8.51727089605948e-06,0,0
0,1.05990962503931e-05,3.30910666153254e-05,0.00014350143501435,1.61951187911963e-05,5.58408008158635e-05,3.36533460604169e-05,9.13208649912332e-06,0,0
0,0,7.07123562771359e-06,3.4222080770955e-06,3.38777487558397e-06,5.19539895468573e-06,0,0,0,0
0,0,0,2.90882858564028e-06,0,1.1574141054057e-05,0,0,0,0
